"","X.3","X.2","X.1","X","st_id","female","ethniccode","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","n_section","black_afram","hispanic_latinx","indigenous_am_indian","asian","pacific_islander","crs_year","crs_semq","white","major","stem_major","lettergrade"
"2622",2622,2622,2622,6428,"afd2",1,6,0,0,0,0,0,4,3.32,3.3,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Computer Science",1,"A"
"2623",2623,2623,2623,6433,"1414",0,1,1,0,0,0,0,2.7,2.79,2.85,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Business Management",0,"B-"
"2624",2624,2624,2624,6438,"e00f",1,3,2,0,0,0,0,4,3.96,3.97,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Physics",1,"A"
"2625",2625,2625,2625,6441,"e482",1,1,1,1,0,0,1,3.7,3.84,3.84,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Communication",0,"A-"
"2626",2626,2626,2626,6443,"6b57",0,3,2,0,1,0,0,4,3.8,3.8,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Economics",1,"A"
"2627",2627,2627,2627,6444,"83e0",0,6,0,0,0,0,0,4,3.4,3.43,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Communication",0,"A"
"2628",2628,2628,2628,6446,"5dc9",1,6,0,0,0,0,0,4,3.9,3.89,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Psychology",0,"A"
"2629",2629,2629,2629,6451,"32d2",1,1,1,0,0,0,0,3.7,3.83,3.81,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Communication",0,"A-"
"2630",2630,2630,2630,6455,"48b6",0,6,0,0,0,0,0,4,3.48,3.49,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Psychology",0,"A"
"2631",2631,2631,2631,6456,"4da7",1,6,0,0,0,0,0,3.7,3.9,3.9,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Biological Sciences",1,"A-"
"2632",2632,2632,2632,6457,"002f",1,3,2,1,0,0,1,4,3.97,3.98,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"A"
"2633",2633,2633,2633,6459,"c3a0",0,3,2,0,1,0,1,3.3,2.87,2.84,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Psychology",0,"B+"
"2634",2634,2634,2634,6460,"137d",1,3,2,1,0,0,0,3.3,3.82,3.64,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Physics",1,"B+"
"2635",2635,2635,2635,6464,"8173",0,1,1,1,0,0,1,2.7,3.03,3.08,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Physics",1,"B-"
"2636",2636,2636,2636,6466,"993c",1,3,2,0,1,1,0,3,2.85,2.97,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Business Management",0,"B"
"2637",2637,2637,2637,6467,"c8ea",1,6,0,0,0,0,1,2,2.99,3.06,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Political Science",0,"C"
"2638",2638,2638,2638,6472,"8baa",0,3,2,0,0,0,0,1.7,2.43,2.48,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"C-"
"2639",2639,2639,2639,6473,"b4a0",0,3,2,1,0,0,1,4,3.96,3.96,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"English",0,"A"
"2640",2640,2640,2640,6474,"685b",0,6,0,0,0,0,0,4,3.57,3.55,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Biological Sciences",1,"A"
"2641",2641,2641,2641,6480,"c1f6",1,6,0,0,0,1,0,2.3,3.56,3.28,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Business Management",0,"C+"
"2642",2642,2642,2642,6484,"3b9c",0,6,0,0,0,1,0,2.7,2.4,2.6,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Economics",1,"B-"
"2643",2643,2643,2643,6487,"31b8",1,4,1,0,0,1,0,3.7,3.69,3.71,"BIO300",201710,693,1,0,0,0,0,2017,"5",0,"Mathematics",1,"A-"
"2644",2644,2644,2644,6488,"0ff2",1,3,2,0,0,0,1,3,3.77,3.77,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Political Science",0,"B"
"2645",2645,2645,2645,6489,"0cf4",0,3,2,1,0,1,1,4,3.74,3.77,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Biological Sciences",1,"A"
"2646",2646,2646,2646,6497,"f1fe",1,3,2,0,0,0,0,2.3,3.06,3.05,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Political Science",0,"C+"
"2647",2647,2647,2647,6505,"f554",1,6,0,1,0,1,0,3.3,3.95,3.96,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Computer Science",1,"B+"
"2648",2648,2648,2648,6506,"6756",1,5,1,0,0,0,0,2.3,3.17,3.22,"BIO300",201701,629,0,0,0,0,1,2017,"1",0,"Psychology",0,"C+"
"2649",2649,2649,2649,6507,"0a83",0,1,1,1,0,1,0,4,3.63,3.54,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Chemistry",1,"A"
"2650",2650,2650,2650,6508,"804f",1,1,1,1,0,1,1,1,2.5,2.5,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Chemistry",1,"D"
"2651",2651,2651,2651,6513,"2390",0,6,0,0,1,1,0,3.7,3.47,3.49,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"English",0,"A-"
"2652",2652,2652,2652,6518,"8e18",0,6,0,0,0,0,0,4,3.88,3.88,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"Communication",0,"A"
"2653",2653,2653,2653,6520,"6113",1,3,2,0,0,0,1,2.7,2.62,2.73,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"English",0,"B-"
"2654",2654,2654,2654,6521,"1bf6",0,3,2,0,1,0,1,1.7,2.7,2.72,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Communication",0,"C-"
"2655",2655,2655,2655,6522,"c249",1,6,0,1,0,1,0,1,2.45,2,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Mathematics",1,"D"
"2656",2656,2656,2656,6523,"f9ad",1,1,1,1,0,1,0,1.7,3.48,3.45,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Finance",0,"C-"
"2657",2657,2657,2657,6525,"291a",1,3,2,0,0,0,1,2.3,3.21,3.27,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Business Management",0,"C+"
"2658",2658,2658,2658,6528,"a0fa",1,3,2,0,0,0,0,3.3,3.43,3.42,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Communication",0,"B+"
"2659",2659,2659,2659,6530,"fa93",0,3,2,0,0,0,0,2.3,2.91,2.73,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Economics",1,"C+"
"2660",2660,2660,2660,6531,"c2c3",0,6,0,0,0,0,1,4,3.96,3.96,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Mathematics",1,"A"
"2661",2661,2661,2661,6532,"b057",1,6,0,1,0,1,0,2,NA,3.35,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Computer Science",1,"C"
"2662",2662,2662,2662,6533,"a586",1,1,1,1,0,1,0,3.3,2.77,2.86,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Biological Sciences",1,"B+"
"2663",2663,2663,2663,6536,"7fb3",1,3,2,0,0,0,1,2,3.16,3.15,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Psychology",0,"C"
"2664",2664,2664,2664,6543,"3c7c",1,NA,0,0,0,0,0,2,3.17,3.14,"BIO300",201910,683,NA,NA,NA,NA,NA,2019,"5",NA,"Business Management",0,"C"
"2665",2665,2665,2665,6544,"5c9e",1,3,2,0,0,0,1,4,3.89,3.9,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"A"
"2666",2666,2666,2666,6546,"dd79",1,6,0,0,0,0,0,3,3.09,3.11,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Biological Sciences",1,"B"
"2667",2667,2667,2667,6547,"84f4",0,3,2,1,0,0,1,2,2.71,2.69,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Physics",1,"C"
"2668",2668,2668,2668,6548,"5d71",1,4,1,1,1,1,0,4,3.1,3.07,"BIO300",201801,710,1,0,0,0,0,2018,"1",0,"Chemistry",1,"A"
"2669",2669,2669,2669,6549,"9d72",0,1,1,1,0,1,0,3.3,NA,2.99,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Business Management",0,"B+"
"2670",2670,2670,2670,6557,"a3ac",1,3,2,0,0,0,0,3,3.11,3.13,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Mathematics",1,"B"
"2671",2671,2671,2671,6558,"a23a",1,6,0,1,0,1,0,2,2.83,2.78,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Political Science",0,"C"
"2672",2672,2672,2672,6561,"5f39",1,3,2,1,0,0,1,4,3.45,3.46,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Communication",0,"A"
"2673",2673,2673,2673,6562,"9558",1,6,0,1,1,0,1,2,3.06,3.03,"BIO300",201701,629,0,0,0,0,0,2017,"1",1,"English",0,"C"
"2674",2674,2674,2674,6564,"3c20",1,3,2,1,0,0,0,3.7,3.21,3.2,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Business Management",0,"A-"
"2675",2675,2675,2675,6565,"0d09",1,6,0,0,0,0,0,1.3,2.92,2.91,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Finance",0,"D+"
"2676",2676,2676,2676,6567,"f9d1",0,1,1,1,0,0,1,2.3,2.99,2.96,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Physics",1,"C+"
"2677",2677,2677,2677,6568,"1531",0,6,0,0,0,0,1,3,2.97,2.99,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Psychology",0,"B"
"2678",2678,2678,2678,6571,"4820",1,1,1,0,0,0,0,2.7,2.93,2.91,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Finance",0,"B-"
"2679",2679,2679,2679,6575,"ffa2",0,6,0,0,0,0,0,2.7,3.23,3.18,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Physics",1,"B-"
"2680",2680,2680,2680,6577,"805f",1,1,1,1,0,1,1,2.7,2.99,3.14,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Physics",1,"B-"
"2681",2681,2681,2681,6580,"9779",1,1,1,1,0,0,1,3.7,3.44,3.44,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"English",0,"A-"
"2682",2682,2682,2682,6582,"baee",0,3,2,1,0,1,1,4,NA,3.69,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Business Management",0,"A"
"2683",2683,2683,2683,6583,"7324",0,1,1,0,0,1,1,3.3,3.89,3.8,"BIO300",201801,710,0,1,0,0,0,2018,"1",0,"Economics",1,"B+"
"2684",2684,2684,2684,6584,"d2fd",1,1,1,1,0,1,1,2,NA,2.84,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Psychology",0,"C"
"2685",2685,2685,2685,6587,"bae7",1,6,0,0,0,1,0,3.3,NA,2,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Biological Sciences",1,"B+"
"2686",2686,2686,2686,6588,"bbb9",0,3,2,0,0,1,0,2.3,3.56,3.01,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Computer Science",1,"C+"
"2687",2687,2687,2687,6589,"7491",1,6,0,0,0,0,0,3,2.97,3.04,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Finance",0,"B"
"2688",2688,2688,2688,6593,"dfda",1,6,0,0,0,0,0,3.7,3.86,3.87,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Mathematics",1,"A-"
"2689",2689,2689,2689,6594,"e5df",0,6,0,0,0,0,0,2,2.88,2.83,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"English",0,"C"
"2690",2690,2690,2690,6595,"9730",1,3,2,0,0,0,0,3.3,3.15,3.11,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Mathematics",1,"B+"
"2691",2691,2691,2691,6597,"ffe4",0,3,2,0,0,0,0,3.7,3.63,3.59,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Economics",1,"A-"
"2692",2692,2692,2692,6598,"2a0f",1,6,0,0,0,0,0,4,4,4,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Business Management",0,"A"
"2693",2693,2693,2693,6599,"1733",1,4,1,1,0,0,0,1.7,3.33,3.33,"BIO300",201810,680,1,0,0,0,0,2018,"5",0,"Physics",1,"C-"
"2694",2694,2694,2694,6603,"40b5",0,1,1,0,0,1,0,1.3,NA,3,"BIO300",201610,637,0,1,0,0,0,2016,"5",0,"Physics",1,"D+"
"2695",2695,2695,2695,6604,"7d2e",1,3,2,1,0,0,0,3,3.17,3.05,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Economics",1,"B"
"2696",2696,2696,2696,6605,"9914",1,3,2,1,0,0,1,2,2.34,2.31,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Psychology",0,"C"
"2697",2697,2697,2697,6608,"43e9",0,3,2,1,1,0,0,3,3.17,3.15,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Finance",0,"B"
"2698",2698,2698,2698,6609,"4fa9",1,3,2,0,0,0,1,1,2.4,2.51,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Chemistry",1,"D"
"2699",2699,2699,2699,6610,"16b6",1,3,2,0,1,0,0,2.3,3.51,3.54,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Finance",0,"C+"
"2700",2700,2700,2700,6613,"fc95",0,6,0,0,0,0,0,4,3.87,3.89,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Economics",1,"A"
"2701",2701,2701,2701,6615,"d306",1,3,2,0,0,0,0,2,3.16,3.09,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Physics",1,"C"
"2702",2702,2702,2702,6619,"d93a",0,3,2,1,0,0,1,3.3,3.83,3.8,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Communication",0,"B+"
"2703",2703,2703,2703,6623,"a4a6",1,6,0,0,0,0,0,3.3,3.36,3.35,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Mathematics",1,"B+"
"2704",2704,2704,2704,6625,"f05a",1,1,1,1,0,0,0,3,3.84,3.84,"BIO300",201901,799,0,1,0,0,0,2019,"1",0,"Physics",1,"B"
"2705",2705,2705,2705,6627,"cccf",1,3,2,1,0,0,0,3.3,3.17,3.21,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"English",0,"B+"
"2706",2706,2706,2706,6630,"0669",1,3,2,0,0,0,1,2.7,3.14,3.19,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Finance",0,"B-"
"2707",2707,2707,2707,6633,"9f11",1,1,1,1,0,1,1,3,2.81,2.86,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Economics",1,"B"
"2708",2708,2708,2708,6634,"13b5",1,6,0,1,0,0,0,3,2.96,2.98,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Physics",1,"B"
"2709",2709,2709,2709,6636,"c4ad",1,6,0,0,0,0,0,3.3,3.7,3.61,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Political Science",0,"B+"
"2710",2710,2710,2710,6638,"f939",1,1,1,1,0,0,0,2.3,2.96,2.96,"BIO300",201703,703,0,1,0,0,0,2017,"2",0,"Finance",0,"C+"
"2711",2711,2711,2711,6639,"ffad",0,6,0,0,0,0,0,2.3,3.15,3.13,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Psychology",0,"C+"
"2712",2712,2712,2712,6641,"eb47",0,3,2,1,0,0,1,3,3.18,3.18,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Psychology",0,"B"
"2713",2713,2713,2713,6654,"e968",1,1,1,0,0,0,0,2,3.22,3.12,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Communication",0,"C"
"2714",2714,2714,2714,6657,"82da",1,6,0,0,0,0,0,3.7,3.37,3.37,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Business Management",0,"A-"
"2715",2715,2715,2715,6658,"703c",1,6,0,0,0,0,0,2.3,3.49,3.5,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Mathematics",1,"C+"
"2716",2716,2716,2716,6660,"ad33",1,3,2,1,0,0,0,1,3.13,3.15,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Physics",1,"D"
"2717",2717,2717,2717,6662,"9b85",0,1,1,0,0,0,0,1,2.44,2.43,"BIO300",201710,693,0,1,0,0,0,2017,"5",0,"Mathematics",1,"D"
"2718",2718,2718,2718,6663,"26a1",1,6,0,0,0,0,0,3.3,3.09,3.21,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Business Management",0,"B+"
"2719",2719,2719,2719,6664,"3a2c",1,6,0,0,0,0,0,3.3,3.43,3.43,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"English",0,"B+"
"2720",2720,2720,2720,6665,"7efd",0,6,0,1,0,1,1,4,3.81,3.81,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Finance",0,"A"
"2721",2721,2721,2721,6666,"4a31",0,3,2,1,0,0,0,3,3.18,3.13,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"B"
"2722",2722,2722,2722,6667,"7bea",0,6,0,0,0,0,0,3,3.17,3.11,"BIO300",201910,683,0,0,0,0,0,2019,"5",1,"Physics",1,"B"
"2723",2723,2723,2723,6669,"3ee2",1,1,1,1,0,0,0,1.7,2.65,2.65,"BIO300",201803,727,0,1,0,0,0,2018,"2",0,"Computer Science",1,"C-"
"2724",2724,2724,2724,6675,"a104",1,1,1,0,0,0,0,3.7,2.81,2.77,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Business Management",0,"A-"
"2725",2725,2725,2725,6676,"acb3",0,6,0,0,0,0,0,4,3.89,3.86,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Biological Sciences",1,"A"
"2726",2726,2726,2726,6680,"b581",1,1,1,1,0,1,0,2,2.76,2.8,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Communication",0,"C"
"2727",2727,2727,2727,6681,"f789",1,4,1,0,0,1,0,2.3,2.72,2.9,"BIO300",201710,693,1,0,0,0,0,2017,"5",0,"Computer Science",1,"C+"
"2728",2728,2728,2728,6688,"1830",1,6,0,0,0,0,0,3,3.51,3.49,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Biological Sciences",1,"B"
"2729",2729,2729,2729,6689,"0cc0",1,6,0,0,0,0,0,2.3,3.02,2.96,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Political Science",0,"C+"
"2730",2730,2730,2730,6692,"7f06",0,3,2,0,0,0,0,4,3.98,3.98,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Economics",1,"A"
"2731",2731,2731,2731,6702,"43e3",1,3,2,0,0,0,0,3.3,3.38,3.34,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Political Science",0,"B+"
"2732",2732,2732,2732,6704,"798d",1,6,0,0,0,0,0,1.3,3.09,3.08,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Political Science",0,"D+"
"2733",2733,2733,2733,6705,"bdbf",1,3,2,0,0,0,0,3,3.34,3.29,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Biological Sciences",1,"B"
"2734",2734,2734,2734,6706,"d203",1,3,2,0,0,0,0,0.7,2.54,2.41,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Communication",0,"D-"
"2735",2735,2735,2735,6707,"0e6c",1,3,2,0,0,1,0,2,NA,3.5,"BIO300",201910,683,0,0,0,1,0,2019,"5",0,"Mathematics",1,"C"
"2736",2736,2736,2736,6713,"511c",0,6,0,0,0,0,0,3,3.43,3.45,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Business Management",0,"B"
"2737",2737,2737,2737,6720,"ad55",0,3,2,1,0,1,1,1.7,2.05,2.19,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Biological Sciences",1,"C-"
"2738",2738,2738,2738,6722,"afbd",1,6,0,1,0,0,0,3.3,2.77,2.86,"BIO300",201903,623,0,0,0,0,0,2019,"2",1,"Mathematics",1,"B+"
"2739",2739,2739,2739,6724,"5da1",0,6,0,0,0,1,0,1.7,2.54,2.57,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"English",0,"C-"
"2740",2740,2740,2740,6728,"37f3",1,4,1,0,0,1,0,2.3,2.73,2.58,"BIO300",201903,623,1,0,0,0,0,2019,"2",0,"Finance",0,"C+"
"2741",2741,2741,2741,6733,"62e3",1,1,1,1,0,0,1,3,3.46,3.43,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"Computer Science",1,"B"
"2742",2742,2742,2742,6735,"b081",1,3,2,0,0,0,1,3.3,3.59,3.56,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Communication",0,"B+"
"2743",2743,2743,2743,6738,"d84b",1,3,2,1,0,1,0,3.3,3.3,3.28,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Communication",0,"B+"
"2744",2744,2744,2744,6744,"e200",1,3,2,1,0,1,0,3,3.17,3.17,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Psychology",0,"B"
"2745",2745,2745,2745,6745,"3a52",1,3,2,1,0,1,1,0.7,2.8,2.65,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Business Management",0,"D-"
"2746",2746,2746,2746,6748,"6687",0,3,2,0,0,0,1,4,3.89,3.89,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"Chemistry",1,"A"
"2747",2747,2747,2747,6749,"940d",1,3,2,0,0,0,1,4,3.74,3.69,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Chemistry",1,"A"
"2748",2748,2748,2748,6751,"9e7c",0,3,2,1,0,1,0,2,2.14,2.04,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Political Science",0,"C"
"2749",2749,2749,2749,6754,"56db",0,1,1,1,0,0,1,2,2.64,2.68,"BIO300",201910,683,0,1,0,0,0,2019,"5",0,"Psychology",0,"C"
"2750",2750,2750,2750,6755,"f1e2",0,6,0,0,0,1,1,2,2.68,2.71,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"English",0,"C"
"2751",2751,2751,2751,6761,"df5e",0,6,0,0,0,0,0,3,3.45,3.49,"BIO300",201710,693,0,0,0,0,0,2017,"5",1,"Communication",0,"B"
"2752",2752,2752,2752,6763,"a3f4",1,3,2,1,0,0,0,3.3,2.86,2.8,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Communication",0,"B+"
"2753",2753,2753,2753,6764,"4606",0,4,1,0,0,0,0,4,2.73,2.75,"BIO300",201810,680,1,0,0,0,0,2018,"5",0,"Political Science",0,"A"
"2754",2754,2754,2754,6767,"6ab4",0,3,2,1,0,0,1,2,2.71,2.9,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Finance",0,"C"
"2755",2755,2755,2755,6768,"2da4",1,3,2,1,1,0,0,4,3.64,3.57,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Finance",0,"A"
"2756",2756,2756,2756,6771,"073c",1,3,2,1,0,1,0,3,3.44,3.52,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Chemistry",1,"B"
"2757",2757,2757,2757,6772,"4170",0,6,0,0,0,0,0,4,3.3,3.36,"BIO300",201901,799,0,0,0,0,0,2019,"1",1,"Economics",1,"A"
"2758",2758,2758,2758,6774,"cc99",1,3,2,1,0,0,1,3,3.26,3.28,"BIO300",201803,727,0,0,0,1,0,2018,"2",0,"Biological Sciences",1,"B"
"2759",2759,2759,2759,6775,"5f6e",1,3,2,0,1,0,0,1.7,2.6,2.64,"BIO300",201703,703,0,0,0,1,0,2017,"2",0,"Business Management",0,"C-"
"2760",2760,2760,2760,6776,"4e2f",0,6,0,1,0,1,0,4,3.41,3.37,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Economics",1,"A"
"2761",2761,2761,2761,6779,"8e68",1,1,1,1,0,0,1,2,2.65,2.74,"BIO300",201810,680,0,1,0,0,0,2018,"5",0,"Biological Sciences",1,"C"
"2762",2762,2762,2762,6780,"2ce3",1,1,1,1,0,0,1,1.7,3.46,3.43,"BIO300",201701,629,0,1,0,0,0,2017,"1",0,"English",0,"C-"
"2763",2763,2763,2763,6781,"9a14",1,3,2,0,0,0,0,4,3.37,3.38,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Economics",1,"A"
"2764",2764,2764,2764,6782,"e6cc",1,3,2,0,0,0,1,2.7,2.84,2.85,"BIO300",201710,693,0,0,0,1,0,2017,"5",0,"Political Science",0,"B-"
"2765",2765,2765,2765,6783,"d1d0",0,6,0,1,0,1,0,2.3,3.01,3.09,"BIO300",201610,637,0,0,0,0,0,2016,"5",1,"Communication",0,"C+"
"2766",2766,2766,2766,6784,"c923",1,3,2,0,0,0,0,4,3.35,3.39,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Computer Science",1,"A"
"2767",2767,2767,2767,6785,"5af1",1,3,2,0,0,0,0,4,3.82,3.85,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Biological Sciences",1,"A"
"2768",2768,2768,2768,6800,"735c",1,3,2,1,0,1,0,2.7,NA,3,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Computer Science",1,"B-"
"2769",2769,2769,2769,6804,"0140",0,6,0,1,0,0,1,3,2.9,2.9,"BIO300",201703,703,0,0,0,0,0,2017,"2",1,"Political Science",0,"B"
"2770",2770,2770,2770,6805,"22a3",1,3,2,0,0,1,0,2.7,2.3,2.41,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"English",0,"B-"
"2771",2771,2771,2771,6807,"7af6",1,3,2,1,0,0,1,1,2.57,2.49,"BIO300",201901,799,0,0,0,1,0,2019,"1",0,"Mathematics",1,"D"
"2772",2772,2772,2772,6808,"7800",0,3,2,1,0,0,0,3,2.77,2.74,"BIO300",201810,680,0,0,0,1,0,2018,"5",0,"Finance",0,"B"
"2773",2773,2773,2773,6814,"2f69",1,6,0,0,0,0,0,2.7,2.56,2.55,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Economics",1,"B-"
"2774",2774,2774,2774,6815,"727f",0,6,0,0,0,0,0,4,3.97,3.97,"BIO300",201803,727,0,0,0,0,0,2018,"2",1,"Economics",1,"A"
"2775",2775,2775,2775,6816,"5210",1,3,2,1,0,0,0,3,2.99,3.05,"BIO300",201610,637,0,0,0,1,0,2016,"5",0,"Communication",0,"B"
"2776",2776,2776,2776,6817,"4f26",1,3,2,0,0,1,0,1,1.95,1.79,"BIO300",201701,629,0,0,0,1,0,2017,"1",0,"Finance",0,"D"
"2777",2777,2777,2777,6818,"e03b",0,6,0,0,0,0,0,4,3.46,3.49,"BIO300",201801,710,0,0,0,0,0,2018,"1",1,"Biological Sciences",1,"A"
"2778",2778,2778,2778,6821,"e967",1,3,2,0,0,0,0,2.7,2.82,2.8,"BIO300",201801,710,0,0,0,1,0,2018,"1",0,"Political Science",0,"B-"
"2779",2779,2779,2779,6824,"366e",1,3,2,1,0,0,1,2.3,2.99,3.02,"BIO300",201903,623,0,0,0,1,0,2019,"2",0,"English",0,"C+"
"2780",2780,2780,2780,6827,"c655",0,6,0,0,0,0,0,2.7,2.45,2.41,"BIO300",201810,680,0,0,0,0,0,2018,"5",1,"Business Management",0,"B-"
